# VSM Evidence Workbench - Normalized Data Export
# Generated: 2026-04-30 20:57:01 UTC
# Source file: C:\Users\Administrator\OneDrive - Gannon University\Spring 2026\Senior Design\RigolDS0.csv
# Samples: 1000000
# CSV mode: preview_downsampled
# Note: Preview CSV downsampled to 50,000 rows for package size; metrics computed on full-resolution data.
# Sample rate: 10000000.0 Hz
#
ts,v_ab,v_an,v_bc,v_bn,v_ca,v_cn
0.009816000000000005,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009818,2.784622,0.964417,-2.539602,-1.820205,-0.24502000000000002,0.719397
0.009820000000000002,2.7030258,0.8036808,-2.458876,-1.899345,-0.24414979999999997,0.559531
0.009822000000000004,2.7030258,0.8036808,-2.538809,-1.899345,-0.16421679999999994,0.639464
0.009824,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009826000000000001,2.7833939,0.8840489,-2.538809,-1.899345,-0.2445849,0.639464
0.009828000000000003,2.7030258,0.8036808,-2.618742,-1.899345,-0.08428380000000002,0.719397
0.009830000000000005,2.6238858,0.8036808,-2.539602,-1.820205,-0.08428380000000002,0.719397
0.009832,2.5447468,0.8036808,-2.3805300000000003,-1.741066,-0.16421679999999994,0.639464
0.009834000000000002,2.6226577,0.7233127,-2.538809,-1.899345,-0.0838487,0.639464
0.009836000000000004,2.6238858,0.8036808,-2.539602,-1.820205,-0.08428380000000002,0.719397
0.009838,2.7042539000000003,0.8840489,-2.539602,-1.820205,-0.16465190000000007,0.719397
0.009840000000000002,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.009842000000000004,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009844000000000006,2.705483,0.964417,-2.3805300000000003,-1.741066,-0.32495299999999994,0.639464
0.009846,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009848000000000003,2.784622,0.964417,-2.459669,-1.820205,-0.32495299999999994,0.639464
0.009850000000000005,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009852,2.866219,1.125153,-2.3805300000000003,-1.741066,-0.48568900000000004,0.639464
0.009854000000000002,2.6238858,0.8036808,-2.539602,-1.820205,-0.08428380000000002,0.719397
0.009856000000000004,2.6238858,0.8036808,-2.539602,-1.820205,-0.08428380000000002,0.719397
0.009858000000000006,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.00986,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009862000000000003,2.6226577,0.7233127,-2.538809,-1.899345,-0.0838487,0.639464
0.009864000000000005,2.5447468,0.8036808,-2.3805300000000003,-1.741066,-0.16421679999999994,0.639464
0.009866,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009868000000000002,2.626344,0.964417,-2.3813239999999998,-1.661927,-0.24502000000000002,0.719397
0.009870000000000004,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009872000000000006,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009874,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009876000000000003,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009878000000000005,2.6226577,0.7233127,-2.458876,-1.899345,-0.16378170000000003,0.559531
0.00988,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009882000000000002,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009884000000000004,2.5422896,0.6429446,-2.458876,-1.899345,-0.08341359999999998,0.559531
0.009886000000000006,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009888000000000001,2.705483,0.964417,-2.3805300000000003,-1.741066,-0.32495299999999994,0.639464
0.009890000000000003,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009892000000000005,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.009894,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009896000000000002,2.705483,0.964417,-2.3805300000000003,-1.741066,-0.32495299999999994,0.639464
0.009898000000000004,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009900000000000006,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009902000000000001,2.548433,1.044785,-2.382911,-1.503648,-0.16552200000000006,0.879263
0.009904000000000003,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009906000000000005,2.6238858,0.8036808,-2.3797360000000003,-1.820205,-0.24414979999999997,0.559531
0.009908,2.785851,1.044785,-2.3805300000000003,-1.741066,-0.40532100000000004,0.639464
0.009910000000000002,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009912000000000004,2.7030258,0.8036808,-2.618742,-1.899345,-0.08428380000000002,0.719397
0.009914000000000006,2.7042539000000003,0.8840489,-2.2998030000000003,-1.820205,-0.4044509,0.479598
0.009916000000000001,2.7833939,0.8840489,-2.458876,-1.899345,-0.3245179,0.559531
0.009918000000000003,2.7017967,0.7233127,-2.458082,-1.978484,-0.2437147,0.479598
0.009920000000000005,2.7833939,0.8840489,-2.538809,-1.899345,-0.2445849,0.639464
0.009922,2.7833939,0.8840489,-2.458876,-1.899345,-0.3245179,0.559531
0.009924000000000002,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.009926000000000004,2.7833939,0.8840489,-2.378943,-1.899345,-0.4044509,0.479598
0.009928,2.6226577,0.7233127,-2.458876,-1.899345,-0.16378170000000003,0.559531
0.009930000000000001,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009932000000000003,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009934000000000005,2.7030258,0.8036808,-2.458876,-1.899345,-0.24414979999999997,0.559531
0.009936,2.6238858,0.8036808,-2.3797360000000003,-1.820205,-0.24414979999999997,0.559531
0.009938000000000002,2.705483,0.964417,-2.460463,-1.741066,-0.24502000000000002,0.719397
0.009940000000000004,2.784622,0.964417,-2.459669,-1.820205,-0.32495299999999994,0.639464
0.009942,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009944000000000001,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009946000000000003,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009948000000000005,2.705483,0.964417,-2.3805300000000003,-1.741066,-0.32495299999999994,0.639464
0.00995,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.009952000000000003,2.7042539000000003,0.8840489,-2.459669,-1.820205,-0.2445849,0.639464
0.009954000000000005,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.009956,2.7042539000000003,0.8840489,-2.539602,-1.820205,-0.16465190000000007,0.719397
0.009958000000000002,2.706712,1.044785,-2.3013909999999997,-1.661927,-0.40532100000000004,0.639464
0.009960000000000004,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.009962000000000006,2.6238858,0.8036808,-2.459669,-1.820205,-0.16421679999999994,0.639464
0.009964,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.009966000000000003,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.009968000000000005,2.6238858,0.8036808,-2.3797360000000003,-1.820205,-0.24414979999999997,0.559531
0.00997,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009972000000000002,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009974000000000004,2.863762,0.964417,-2.378943,-1.899345,-0.48481899999999994,0.479598
0.009976000000000006,2.6201995,0.5625765,-2.617154,-2.057623,-0.0030455000000000343,0.559531
0.009978,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.009980000000000003,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.009982000000000005,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.009984,2.6226577,0.7233127,-2.458876,-1.899345,-0.16378170000000003,0.559531
0.009986000000000002,2.7030258,0.8036808,-2.458876,-1.899345,-0.24414979999999997,0.559531
0.009988000000000004,2.705483,0.964417,-2.460463,-1.741066,-0.24502000000000002,0.719397
0.009990000000000006,2.705483,0.964417,-2.3805300000000003,-1.741066,-0.32495299999999994,0.639464
0.009992000000000001,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.009994000000000003,2.7833939,0.8840489,-2.378943,-1.899345,-0.4044509,0.479598
0.009996000000000005,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.009998,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010000000000000002,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010002000000000004,2.626344,0.964417,-2.3013909999999997,-1.661927,-0.32495299999999994,0.639464
0.010004000000000006,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010006000000000001,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.010008000000000003,2.785851,1.044785,-2.300597,-1.741066,-0.4852540000000001,0.559531
0.010010000000000005,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010012,2.6251149,0.8840489,-2.3805300000000003,-1.741066,-0.2445849,0.639464
0.010014000000000002,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010016000000000004,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010018000000000006,2.7030258,0.8036808,-2.378943,-1.899345,-0.32408279999999995,0.479598
0.010020000000000001,2.785851,1.044785,-2.300597,-1.741066,-0.4852540000000001,0.559531
0.010022000000000003,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010024000000000005,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010026,2.5447468,0.8036808,-2.300597,-1.741066,-0.24414979999999997,0.559531
0.010028000000000002,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010030000000000004,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010032000000000006,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010034000000000001,2.7030258,0.8036808,-2.378943,-1.899345,-0.32408279999999995,0.479598
0.010036000000000003,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.010038000000000005,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.01004,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010042000000000002,2.6251149,0.8840489,-2.220664,-1.741066,-0.4044509,0.479598
0.010044000000000004,2.7821648,0.8036808,-2.378149,-1.978484,-0.4040158,0.399665
0.010046,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010048000000000001,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010050000000000003,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010052000000000005,2.5435177,0.7233127,-2.3797360000000003,-1.820205,-0.16378170000000003,0.559531
0.010054,2.7042539000000003,0.8840489,-2.2998030000000003,-1.820205,-0.4044509,0.479598
0.010056000000000002,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.010058000000000004,2.70794,1.125153,-2.222251,-1.582787,-0.48568900000000004,0.639464
0.01006,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010062000000000001,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.010064000000000003,2.6251149,0.8840489,-2.300597,-1.741066,-0.3245179,0.559531
0.010066000000000005,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010068,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010070000000000003,2.785851,1.044785,-2.300597,-1.741066,-0.4852540000000001,0.559531
0.010072000000000005,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010074,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010076000000000002,2.863762,0.964417,-2.29901,-1.899345,-0.5647519999999999,0.399665
0.010078000000000004,2.86499,1.044785,-2.2998030000000003,-1.820205,-0.5651870000000001,0.479598
0.010080000000000006,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010082,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010084000000000003,2.7030258,0.8036808,-2.378943,-1.899345,-0.32408279999999995,0.479598
0.010086000000000005,2.7042539000000003,0.8840489,-2.3797360000000003,-1.820205,-0.3245179,0.559531
0.010088,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010090000000000002,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010092000000000004,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010094000000000006,2.5435177,0.7233127,-2.2998030000000003,-1.820205,-0.2437147,0.479598
0.010096,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010098000000000003,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010100000000000005,2.863762,0.964417,-2.378943,-1.899345,-0.48481899999999994,0.479598
0.010102,2.7030258,0.8036808,-2.29901,-1.899345,-0.4040158,0.399665
0.010104000000000002,2.7042539000000003,0.8840489,-2.2998030000000003,-1.820205,-0.4044509,0.479598
0.010106000000000004,2.6251149,0.8840489,-2.140731,-1.741066,-0.48438390000000003,0.399665
0.010108000000000006,2.867448,1.205521,-2.3013909999999997,-1.661927,-0.566057,0.639464
0.010110000000000001,2.705483,0.964417,-2.300597,-1.741066,-0.40488599999999997,0.559531
0.010112000000000003,2.6251149,0.8840489,-2.220664,-1.741066,-0.4044509,0.479598
0.010114000000000005,2.6251149,0.8840489,-2.220664,-1.741066,-0.4044509,0.479598
0.010116,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010118000000000002,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010120000000000004,2.866219,1.125153,-2.220664,-1.741066,-0.6455550000000001,0.479598
0.010122000000000006,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010124000000000001,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010126000000000003,2.78708,1.125153,-2.221458,-1.661927,-0.5656220000000001,0.559531
0.010128000000000005,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.01013,2.6251149,0.8840489,-2.220664,-1.741066,-0.4044509,0.479598
0.010132000000000002,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010134000000000004,2.6238858,0.8036808,-2.2998030000000003,-1.820205,-0.32408279999999995,0.479598
0.010136000000000006,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010138000000000001,2.706712,1.044785,-2.141525,-1.661927,-0.5651870000000001,0.479598
0.010140000000000003,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010142000000000005,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010144,2.6251149,0.8840489,-2.140731,-1.741066,-0.48438390000000003,0.399665
0.010146000000000002,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010148000000000004,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010150000000000006,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010152000000000001,2.7030258,0.8036808,-2.29901,-1.899345,-0.4040158,0.399665
0.010154000000000003,2.7833939,0.8840489,-2.378943,-1.899345,-0.4044509,0.479598
0.010156000000000005,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010158,2.78708,1.125153,-2.221458,-1.661927,-0.5656220000000001,0.559531
0.010160000000000002,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010162000000000004,2.784622,0.964417,-2.3797360000000003,-1.820205,-0.40488599999999997,0.559531
0.010164,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010166000000000001,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010168000000000003,2.78708,1.125153,-2.141525,-1.661927,-0.6455550000000001,0.479598
0.010170000000000005,2.86499,1.044785,-2.2998030000000003,-1.820205,-0.5651870000000001,0.479598
0.010172,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010174000000000002,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010176000000000004,2.867448,1.205521,-2.061592,-1.661927,-0.8058560000000001,0.399665
0.010178,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010180000000000002,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010182000000000004,2.7042539000000003,0.8840489,-2.2198700000000002,-1.820205,-0.48438390000000003,0.399665
0.010184000000000006,2.7042539000000003,0.8840489,-2.2198700000000002,-1.820205,-0.48438390000000003,0.399665
0.010186,2.6251149,0.8840489,-2.220664,-1.741066,-0.4044509,0.479598
0.010188000000000003,2.78708,1.125153,-2.141525,-1.661927,-0.6455550000000001,0.479598
0.010190000000000005,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010192,2.7042539000000003,0.8840489,-2.2998030000000003,-1.820205,-0.4044509,0.479598
0.010194000000000002,2.626344,0.964417,-2.3013909999999997,-1.661927,-0.32495299999999994,0.639464
0.010196000000000004,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010198000000000006,2.863762,0.964417,-2.29901,-1.899345,-0.5647519999999999,0.399665
0.0102,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010202000000000003,2.7042539000000003,0.8840489,-2.2198700000000002,-1.820205,-0.48438390000000003,0.399665
0.010204000000000005,2.784622,0.964417,-2.2998030000000003,-1.820205,-0.48481899999999994,0.479598
0.010206,2.86499,1.044785,-2.2998030000000003,-1.820205,-0.5651870000000001,0.479598
0.010208000000000002,2.788308,1.205521,-2.142318,-1.582787,-0.6459900000000001,0.559531
0.010210000000000004,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010212000000000006,2.7833939,0.8840489,-2.219077,-1.899345,-0.5643169,0.319732
0.010214,2.705483,0.964417,-2.140731,-1.741066,-0.5647519999999999,0.399665
0.010216000000000003,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010218000000000005,2.867448,1.205521,-2.141525,-1.661927,-0.7259230000000001,0.479598
0.01022,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010222000000000002,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010224000000000004,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010226000000000006,2.78708,1.125153,-2.221458,-1.661927,-0.5656220000000001,0.559531
0.010228000000000001,2.705483,0.964417,-2.220664,-1.741066,-0.48481899999999994,0.479598
0.010230000000000003,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010232000000000005,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010234,2.7030258,0.8036808,-2.29901,-1.899345,-0.4040158,0.399665
0.010236000000000002,2.705483,0.964417,-2.140731,-1.741066,-0.5647519999999999,0.399665
0.010238000000000004,2.785851,1.044785,-2.300597,-1.741066,-0.4852540000000001,0.559531
0.010240000000000006,2.866219,1.125153,-2.220664,-1.741066,-0.6455550000000001,0.479598
0.010242000000000001,2.866219,1.125153,-2.140731,-1.741066,-0.7254880000000001,0.399665
0.010244000000000003,2.946587,1.205521,-2.220664,-1.741066,-0.7259230000000001,0.479598
0.010246000000000005,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010248,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010250000000000002,2.705483,0.964417,-2.140731,-1.741066,-0.5647519999999999,0.399665
0.010252000000000004,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010254000000000006,2.9441300000000004,1.044785,-2.29901,-1.899345,-0.6451200000000001,0.399665
0.010256000000000001,2.863762,0.964417,-2.378943,-1.899345,-0.48481899999999994,0.479598
0.010258000000000003,2.78708,1.125153,-2.141525,-1.661927,-0.6455550000000001,0.479598
0.010260000000000005,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.010262,2.9441300000000004,1.044785,-2.219077,-1.899345,-0.7250530000000001,0.319732
0.010264000000000002,2.7833939,0.8840489,-2.29901,-1.899345,-0.48438390000000003,0.399665
0.010266000000000004,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010268,2.866219,1.125153,-2.140731,-1.741066,-0.7254880000000001,0.399665
0.010270000000000001,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010272000000000003,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010274000000000005,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010276,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010278000000000002,2.7833939,0.8840489,-2.29901,-1.899345,-0.48438390000000003,0.399665
0.010280000000000004,2.784622,0.964417,-2.139937,-1.820205,-0.644685,0.319732
0.010282,2.784622,0.964417,-2.2198700000000002,-1.820205,-0.5647519999999999,0.399665
0.010284000000000001,2.6238858,0.8036808,-2.139937,-1.820205,-0.48394879999999996,0.319732
0.010286000000000003,2.705483,0.964417,-2.140731,-1.741066,-0.5647519999999999,0.399665
0.010288000000000005,2.785851,1.044785,-2.220664,-1.741066,-0.5651870000000001,0.479598
0.01029,2.945358,1.125153,-2.2198700000000002,-1.820205,-0.7254880000000001,0.399665
0.010292000000000003,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010294000000000005,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010296,2.866219,1.125153,-2.140731,-1.741066,-0.7254880000000001,0.399665
0.010298000000000002,2.945358,1.125153,-2.2198700000000002,-1.820205,-0.7254880000000001,0.399665
0.010300000000000004,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010302000000000006,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010304,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.010306000000000003,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010308000000000005,2.867448,1.205521,-2.141525,-1.661927,-0.7259230000000001,0.479598
0.01031,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010312000000000002,2.78708,1.125153,-2.141525,-1.661927,-0.6455550000000001,0.479598
0.010314000000000004,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010316000000000006,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010318,2.866219,1.125153,-2.140731,-1.741066,-0.7254880000000001,0.399665
0.010320000000000003,2.784622,0.964417,-2.139937,-1.820205,-0.644685,0.319732
0.010322000000000005,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.010324,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010326000000000002,2.705483,0.964417,-2.060798,-1.741066,-0.644685,0.319732
0.010328000000000004,2.7042539000000003,0.8840489,-2.060004,-1.820205,-0.6442499,0.239799
0.010330000000000006,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010332000000000001,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010334000000000003,2.784622,0.964417,-2.139937,-1.820205,-0.644685,0.319732
0.010336000000000005,2.705483,0.964417,-2.060798,-1.741066,-0.644685,0.319732
0.010338,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010340000000000002,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.010342000000000004,2.946587,1.205521,-2.060798,-1.741066,-0.885789,0.319732
0.010344000000000006,2.946587,1.205521,-2.060798,-1.741066,-0.885789,0.319732
0.010346000000000001,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.010348000000000003,2.945358,1.125153,-2.2198700000000002,-1.820205,-0.7254880000000001,0.399665
0.010350000000000005,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010352,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.010354000000000002,2.78708,1.125153,-2.061592,-1.661927,-0.7254880000000001,0.399665
0.010356000000000004,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010358000000000006,2.947816,1.285889,-1.981659,-1.661927,-0.966157,0.319732
0.010360000000000001,2.866219,1.125153,-2.140731,-1.741066,-0.7254880000000001,0.399665
0.010362000000000003,2.628801,1.125153,-1.983246,-1.503648,-0.6455550000000001,0.479598
0.010364000000000005,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010366,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010368000000000002,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010370000000000004,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010372000000000006,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010374000000000001,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010376000000000003,2.86499,1.044785,-2.139937,-1.820205,-0.7250530000000001,0.319732
0.010378000000000005,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.01038,2.785851,1.044785,-2.060798,-1.741066,-0.7250530000000001,0.319732
0.010382000000000002,2.86499,1.044785,-2.2198700000000002,-1.820205,-0.6451200000000001,0.399665
0.010384000000000004,2.863762,0.964417,-2.219077,-1.899345,-0.644685,0.319732
0.010386,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010388000000000001,2.785851,1.044785,-2.140731,-1.741066,-0.6451200000000001,0.399665
0.010390000000000003,2.946587,1.205521,-2.060798,-1.741066,-0.885789,0.319732
0.010392000000000005,2.866219,1.125153,-1.980865,-1.741066,-0.8853540000000001,0.239799
0.010394,2.947816,1.285889,-1.981659,-1.661927,-0.966157,0.319732
0.010396000000000002,2.946587,1.205521,-2.140731,-1.741066,-0.8058560000000001,0.399665
0.010398000000000004,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
0.0104,2.945358,1.125153,-2.139937,-1.820205,-0.805421,0.319732
0.010402000000000002,2.78708,1.125153,-1.981659,-1.661927,-0.805421,0.319732
0.010404000000000004,2.866219,1.125153,-2.060798,-1.741066,-0.805421,0.319732
